Analyte,Wavelength,Mermet_ax,Wash3,2ppm_Fe_ax,20ppmFe_ax,200ppmFe_ax,700ppmFe_ax,1000ppmFe_ax,2000ppmFe_ax,10000ppmFe_ax
Hg 194.168,194.1522,220.6,217.7,222.2,240.8,427.2,833.4,1048.3,1571.0,3757.7
Hg 194.168,194.1582,214.5,209.6,215.8,232.8,422.6,829.0,1036.9,1568.9,3743.0
Hg 194.168,194.1641,209.0,203.2,208.4,227.4,413.3,823.2,1029.1,1551.5,3711.1
Hg 194.168,194.17,201.2,198.1,199.8,222.2,404.3,818.6,1031.2,1548.4,3705.6
Hg 194.168,194.176,204.2,199.5,203.6,223.7,405.1,820.3,1021.8,1547.3,3727.7
Hg 194.168,194.1819,209.5,203.0,207.8,225.6,410.9,825.7,1029.3,1554.3,3742.8
Hg 194.168,194.1878,218.7,210.0,214.0,235.7,420.3,831.6,1039.8,1568.2,3758.6
Hg 194.168,194.1937,203.6,199.9,199.9,219.9,404.5,820.0,1028.1,1555.8,3778.3
Hg 194.168,194.1997,197.9,191.3,196.6,216.6,403.2,820.6,1040.3,1579.6,3855.9
Se 196.026,195.9802,505.3,494.9,501.8,564.8,1098.5,2418.2,3133.2,4993.8,14496.0
Se 196.026,195.9862,530.2,515.3,522.6,570.9,1049.5,2208.5,2827.1,4402.1,11983.9
Se 196.026,195.9922,528.5,511.1,517.6,570.3,1015.8,2087.1,2667.2,4080.6,10728.3
Se 196.026,195.9982,528.8,515.8,520.8,570.9,1023.9,2098.6,2705.3,4160.5,11120.6
Se 196.026,196.0042,502.5,481.8,490.3,535.6,966.5,1994.4,2547.1,3907.2,10096.9
Se 196.026,196.0101,504.1,484.2,490.6,534.6,961.2,1967.5,2494.2,3816.5,9711.1
Se 196.026,196.0161,507.8,493.1,500.3,543.6,976.0,1998.2,2532.6,3875.3,9924.7
Se 196.026,196.0221,498.3,486.9,492.0,537.7,962.6,1975.9,2518.2,3843.2,9858.2
Se 196.026,196.0281,501.8,485.0,491.9,536.5,974.4,2009.6,2560.6,3930.1,10160.0
Se 196.026,196.0341,502.5,491.5,495.3,552.0,1075.3,2352.1,3065.8,4865.9,14199.8
Se 196.026,196.0401,492.3,474.0,486.8,563.3,1282.5,3075.5,4093.9,6856.4,22927.2
Se 196.026,196.0461,484.8,467.4,483.2,551.6,1169.6,2691.9,3554.8,5804.2,18146.5
Se 196.026,196.0521,485.5,472.4,492.8,668.6,2346.2,6752.2,9391.3,16855.6,65188.7
Se 196.026,196.0581,508.2,491.8,561.7,1159.0,6826.9,21803.9,31094.1,58030.5,241883.8
As 197.197,197.1526,304.8,288.0,293.3,328.0,672.6,1498.4,1950.5,3142.3,9828.2
As 197.197,197.1586,279.6,266.5,270.1,302.2,580.9,1235.6,1592.3,2516.3,7143.9
As 197.197,197.1647,284.8,269.2,274.5,299.4,566.7,1175.2,1493.6,2332.6,6270.1
As 197.197,197.1707,312.0,302.9,302.1,331.1,593.1,1201.9,1523.1,2364.3,6299.9
As 197.197,197.1767,300.7,286.6,292.1,323.3,607.0,1276.9,1638.0,2566.9,7204.3
As 197.197,197.1828,287.0,270.3,270.3,302.5,620.6,1372.1,1783.0,2860.7,8600.9
As 197.197,197.1888,277.6,261.6,263.4,298.7,609.0,1332.1,1727.4,2772.2,8425.6
As 197.197,197.1948,282.0,269.7,271.6,303.9,587.3,1244.2,1587.9,2509.9,7054.3
As 197.197,197.2009,294.1,284.2,290.7,316.2,582.7,1184.6,1503.4,2321.5,6132.8
As 197.197,197.2069,297.6,286.8,287.0,318.4,563.8,1124.5,1420.7,2176.0,5568.4
As 197.197,197.2129,287.6,272.5,281.1,304.5,541.7,1079.5,1358.7,2081.4,5273.9
As 197.197,197.2189,297.1,284.0,287.8,311.8,544.5,1081.2,1351.0,2051.7,5129.4
As 197.197,197.225,306.5,292.8,301.6,321.8,554.9,1072.3,1353.4,2044.2,5032.3
As 197.197,197.231,314.2,303.5,308.7,335.1,565.9,1079.9,1351.5,2025.7,4964.4
As 197.197,197.237,311.9,298.6,301.5,333.0,564.4,1080.5,1347.1,2036.1,4978.5
As 197.197,197.2431,292.0,283.8,286.2,312.9,544.4,1068.4,1335.6,2025.6,4998.0
As 197.197,197.2491,294.3,283.0,287.7,314.0,541.9,1070.9,1345.1,2034.1,5065.7
As 197.197,197.2551,286.4,279.2,280.8,305.2,532.0,1054.7,1323.3,2003.6,4960.8
As 197.197,197.2612,277.6,266.4,270.3,296.7,523.9,1041.8,1308.1,1986.1,4949.9
As 197.197,197.2672,278.8,272.5,274.2,299.1,529.2,1049.6,1316.4,1998.6,4914.3
As 197.197,197.2732,272.3,263.1,266.6,290.1,530.6,1053.6,1318.2,1998.5,4907.5
As 197.197,197.2792,276.6,269.9,275.2,295.2,521.3,1035.2,1303.0,1976.2,4903.8
Mo 202.031,201.9825,451.0,430.9,441.4,496.4,1009.7,2288.2,2992.5,5073.4,16294.2
Mo 202.031,201.9886,407.5,385.7,393.6,440.1,858.6,1852.7,2395.2,3965.4,11819.4
Mo 202.031,201.9948,397.4,374.3,381.6,412.5,720.7,1443.2,1826.5,2916.2,8151.4
Mo 202.031,202.00099999999998,414.5,393.0,396.5,427.6,719.2,1401.1,1775.9,2793.0,7517.4
Mo 202.031,202.0072,406.1,386.9,389.6,426.7,731.7,1468.7,1871.2,2974.0,8186.9
Mo 202.031,202.0133,443.5,428.1,432.5,463.1,772.4,1504.2,1890.6,2997.8,8276.6
Mo 202.031,202.0195,440.6,420.9,430.2,458.0,746.0,1422.6,1777.2,2780.8,7346.2
Mo 202.031,202.0257,435.9,416.8,420.7,448.8,735.1,1395.6,1742.2,2725.0,6965.0
Mo 202.031,202.0318,424.6,405.7,411.5,440.4,722.2,1383.3,1729.9,2711.8,6875.5
Mo 202.031,202.03799999999998,455.6,437.6,444.4,477.8,770.0,1463.6,1825.2,2851.7,7311.0
Mo 202.031,202.0442,457.1,443.9,450.8,487.8,838.0,1677.8,2122.1,3415.2,9241.2
Mo 202.031,202.0503,417.8,401.5,406.4,448.9,892.6,1957.1,2543.6,4194.3,11795.4
Mo 202.031,202.0565,416.2,400.6,401.9,452.9,914.3,2038.5,2661.4,4416.4,12528.6
Mo 202.031,202.0627,411.8,391.2,407.8,524.9,1652.9,4513.0,6110.9,10961.3,34218.7
Zn 202.548,202.5035,613.3,427.2,430.9,465.0,767.1,1458.1,1824.8,2764.4,6916.0
Zn 202.548,202.5097,735.3,510.8,516.6,552.9,856.5,1580.5,1956.9,2922.4,7316.9
Zn 202.548,202.5159,805.0,509.8,515.5,557.4,881.6,1642.5,2045.0,3089.8,7827.9
Zn 202.548,202.5221,1120.1,435.5,438.3,476.0,809.1,1578.1,1990.4,3074.0,8301.1
Zn 202.548,202.5283,1387.7,416.6,420.4,453.4,803.6,1621.4,2073.5,3260.6,9059.3
Zn 202.548,202.5344,1696.9,431.1,432.6,477.5,848.6,1734.6,2203.9,3473.0,9970.9
Zn 202.548,202.5406,9229.7,474.4,497.8,545.4,1043.1,2167.9,2802.1,4529.5,14222.8
Zn 202.548,202.5468,74422.6,456.6,608.8,634.2,1526.1,3103.9,4061.2,6818.1,23731.5
Zn 202.548,202.553,29252.6,430.5,488.7,521.9,1049.8,2096.6,2685.3,4350.3,13289.6
Zn 202.548,202.5592,2279.8,450.1,461.1,496.7,878.5,1753.6,2227.7,3491.7,9863.2
Zn 202.548,202.5654,1300.0,419.6,427.4,461.4,823.3,1650.3,2104.1,3279.2,9122.3
Zn 202.548,202.5716,1480.8,419.5,425.0,459.9,801.4,1598.3,2033.5,3157.3,8649.2
Zn 202.548,202.5778,3615.2,416.3,433.2,467.2,801.1,1584.7,1989.8,3080.4,8274.8
Zn 202.548,202.584,3190.4,406.9,424.8,451.5,780.8,1529.0,1930.7,2973.6,7899.7
Mo 203.845,203.796,484.6,472.8,478.5,512.5,786.5,1418.3,1745.5,2589.0,6335.4
Mo 203.845,203.8023,432.6,416.5,420.4,452.0,736.4,1402.8,1744.6,2641.2,6798.5
Mo 203.845,203.8085,453.9,438.6,442.1,476.4,776.7,1483.3,1862.7,2834.2,7511.5
Mo 203.845,203.8147,505.9,497.4,499.2,536.5,858.4,1610.4,2018.5,3075.6,8258.8
Mo 203.845,203.8209,461.7,450.7,455.7,484.7,793.6,1503.8,1890.0,2871.6,7654.6
Mo 203.845,203.8272,469.1,457.0,458.9,495.5,796.0,1501.6,1874.4,2833.8,7405.5
Mo 203.845,203.8334,498.0,485.3,490.6,528.7,829.0,1542.7,1933.4,2906.0,7554.9
Mo 203.845,203.8396,514.2,503.5,506.5,542.9,837.2,1528.2,1887.1,2832.7,7145.5
Mo 203.845,203.8459,488.4,481.0,483.6,517.2,814.2,1519.1,1877.7,2835.0,7293.2
Mo 203.845,203.8521,510.2,499.3,501.4,538.7,850.6,1606.2,1998.6,3030.9,8020.0
Mo 203.845,203.8583,440.4,423.5,429.0,465.9,800.5,1604.2,2035.7,3170.6,8884.4
Mo 203.845,203.8646,420.6,411.8,418.6,454.2,800.7,1635.5,2086.8,3273.8,9450.9
Mo 203.845,203.8708,459.6,442.8,450.1,484.7,816.4,1596.4,2008.0,3110.5,8578.4
Mo 203.845,203.877,489.5,473.9,475.8,512.6,818.4,1512.1,1886.7,2842.0,7320.3
Se 203.985,203.9371,428.5,414.2,416.0,453.0,766.7,1503.9,1901.5,2916.7,7726.7
Se 203.985,203.9433,431.6,419.4,424.8,481.2,976.5,2199.2,2856.4,4650.6,13512.7
Se 203.985,203.9495,462.7,452.1,456.9,550.2,1406.9,3524.7,4712.2,7930.9,24602.8
Se 203.985,203.9557,506.3,497.7,506.1,548.4,953.8,1921.9,2443.9,3844.8,10572.3
Se 203.985,203.96200000000002,507.2,493.6,500.9,537.1,862.4,1621.6,2027.1,3076.1,7926.7
Se 203.985,203.9682,538.9,533.0,535.5,585.5,958.4,1849.6,2326.7,3562.8,9301.8
Se 203.985,203.9744,467.1,455.7,462.5,501.1,819.4,1579.4,1985.8,3014.7,7812.9
Se 203.985,203.9807,460.1,447.8,454.8,485.6,793.1,1496.5,1871.0,2841.5,7376.2
Se 203.985,203.9869,434.2,419.4,421.1,453.0,758.0,1452.9,1824.4,2795.0,7290.3
Se 203.985,203.9931,435.2,415.4,423.6,463.5,793.2,1561.9,1978.9,3053.4,8344.5
Se 203.985,203.9994,430.4,417.1,420.1,462.7,803.4,1614.9,2045.1,3205.8,8977.0
Se 203.985,204.0056,457.7,446.1,448.7,483.1,776.0,1464.6,1832.9,2780.7,7093.8
Se 203.985,204.0118,549.2,540.2,546.6,577.6,867.3,1543.6,1899.8,2809.7,6889.6
Se 203.985,204.018,659.3,647.1,647.5,687.9,991.2,1688.4,2050.0,3033.0,7328.9
Mo 204.597,204.5501,403.3,391.2,397.6,428.2,693.1,1289.9,1609.8,2400.1,5750.1
Mo 204.597,204.5564,405.3,389.8,395.7,421.1,693.8,1306.6,1615.2,2398.7,5760.7
Mo 204.597,204.5626,393.0,381.4,387.6,410.9,679.6,1284.7,1594.6,2389.5,5675.4
Mo 204.597,204.5689,406.1,391.8,396.7,425.0,695.5,1293.6,1606.3,2400.8,5683.8
Mo 204.597,204.5751,388.0,378.5,383.9,410.0,686.9,1288.9,1598.1,2388.1,5670.8
Mo 204.597,204.5814,412.8,402.5,406.1,439.6,714.1,1342.8,1644.4,2432.1,5680.5
Mo 204.597,204.5876,472.6,460.2,466.1,496.7,772.7,1387.5,1700.6,2488.4,5798.2
Mo 204.597,204.5939,398.4,386.4,386.9,419.4,700.9,1333.3,1647.7,2468.1,5885.7
Mo 204.597,204.6001,427.6,413.1,419.3,453.7,727.9,1355.9,1682.8,2487.7,5838.8
Mo 204.597,204.6064,398.8,388.6,386.9,420.0,704.3,1326.7,1644.5,2465.1,5814.7
Mo 204.597,204.6126,408.1,400.7,400.8,434.3,712.2,1333.8,1655.0,2474.0,5804.3
Mo 204.597,204.6189,403.7,392.3,400.3,431.5,707.7,1335.3,1660.6,2463.3,5777.3
Mo 204.597,204.6251,414.0,403.3,409.5,433.6,713.9,1333.5,1652.1,2457.6,5763.9
Mo 204.597,204.6314,423.7,411.2,414.7,448.0,717.5,1339.0,1656.4,2461.2,5747.4
Re 204.908,204.8501,299.7,293.0,301.8,380.3,1161.2,3086.3,4136.2,7020.3,21074.9
Re 204.908,204.8564,274.0,264.1,271.8,305.2,631.7,1390.2,1801.3,2877.3,7666.2
Re 204.908,204.8626,286.2,278.0,279.2,303.5,535.0,1051.6,1314.2,1976.8,4676.6
Re 204.908,204.8689,297.6,287.8,291.2,316.4,537.9,1037.6,1288.9,1946.8,4607.3
Re 204.908,204.8751,280.6,274.7,273.6,300.3,530.4,1038.7,1300.6,1973.9,4748.4
Re 204.908,204.8814,309.2,302.1,307.1,331.7,553.3,1059.1,1320.9,1985.1,4726.0
Re 204.908,204.8877,305.3,299.7,301.9,324.6,550.9,1043.8,1299.5,1947.6,4649.7
Re 204.908,204.8939,290.0,283.2,286.4,311.3,533.8,1037.7,1286.0,1929.9,4646.3
Re 204.908,204.9002,309.6,303.1,307.7,334.9,564.0,1079.0,1354.3,2022.6,5003.2
Re 204.908,204.9064,295.5,289.5,289.2,316.8,540.9,1040.3,1308.7,1954.3,4727.2
Re 204.908,204.9127,306.5,298.9,297.5,323.2,548.6,1037.4,1287.8,1921.1,4579.6
Re 204.908,204.919,281.9,275.2,281.5,306.6,523.0,1012.5,1263.3,1890.6,4542.1
Re 204.908,204.9252,275.9,269.9,270.6,295.9,518.5,1009.2,1256.9,1903.9,4608.4
Re 204.908,204.9315,285.1,277.4,282.4,307.2,527.5,1035.5,1282.9,1946.3,4749.0
Re 204.908,204.9377,294.7,287.4,287.0,314.7,541.8,1044.2,1310.1,1969.7,4846.1
Re 204.908,204.94400000000002,312.2,304.7,312.8,334.9,561.1,1068.8,1335.0,1996.5,4897.3
Re 204.908,204.9503,290.5,287.6,285.7,317.3,583.0,1185.5,1505.6,2330.7,5985.3
Re 204.908,204.9565,307.7,301.7,302.1,329.5,567.0,1115.7,1389.7,2111.2,5244.8
Re 204.908,204.9628,284.6,280.8,281.6,305.3,524.1,1004.0,1252.1,1876.4,4509.4
Re 204.908,204.96900000000002,303.7,300.0,302.7,326.9,541.1,1022.6,1273.4,1899.6,4548.3
Re 204.908,204.9753,287.6,278.4,282.4,304.5,525.1,1022.5,1275.8,1919.1,4722.6
Re 204.908,204.9816,278.3,272.7,274.3,296.6,504.9,977.8,1216.1,1826.9,4370.5
Ir 205.222,205.1806,541.5,531.6,534.1,568.5,863.4,1544.2,1889.1,2807.6,6747.4
Ir 205.222,205.1868,541.7,530.7,532.0,569.7,862.2,1520.7,1864.6,2746.6,6554.0
Ir 205.222,205.1931,546.9,535.9,536.5,567.7,859.0,1513.6,1850.7,2716.6,6462.6
Ir 205.222,205.1994,538.2,529.2,532.3,563.4,851.6,1502.9,1838.5,2691.8,6345.1
Ir 205.222,205.2057,550.3,537.9,540.3,571.5,858.0,1497.6,1826.5,2661.4,6246.6
Ir 205.222,205.2119,554.3,538.9,548.4,572.1,855.8,1491.7,1821.9,2656.9,6202.7
Ir 205.222,205.2182,544.3,526.7,539.7,564.0,851.0,1497.6,1826.7,2690.3,6299.5
Ir 205.222,205.2245,557.3,539.4,549.8,586.5,936.1,1754.2,2183.8,3312.0,8325.3
Ir 205.222,205.2307,543.4,527.2,535.8,569.9,936.3,1796.1,2251.7,3431.6,8774.8
Ir 205.222,205.237,544.1,531.6,537.6,568.9,859.5,1540.5,1887.8,2789.5,6636.2
Ir 205.222,205.2433,576.1,558.8,568.0,602.1,875.8,1513.1,1837.6,2676.1,6211.8
Ir 205.222,205.2495,603.7,592.9,598.5,628.4,907.5,1542.7,1861.7,2690.6,6203.7
Ir 205.222,205.2558,618.6,598.8,609.6,639.3,912.8,1547.4,1872.3,2708.2,6244.7
Ir 205.222,205.2621,654.4,634.1,636.8,670.2,944.0,1585.9,1911.9,2748.7,6287.0
Cr 205.560,205.5036,620.4,600.9,607.1,644.8,1025.4,1945.0,2396.2,3628.3,9050.2
Cr 205.560,205.5099,588.2,572.9,577.8,625.6,1022.6,2025.3,2526.7,3889.7,9938.5
Cr 205.560,205.5161,591.4,570.6,579.2,633.7,1122.5,2366.7,3004.1,4780.9,12872.4
Cr 205.560,205.5224,586.3,568.9,603.1,865.5,3444.8,10184.7,13968.7,24728.2,77703.3
Cr 205.560,205.5287,627.6,601.3,685.4,1425.0,8305.1,26461.7,36660.4,66062.3,210277.0
Cr 205.560,205.535,622.8,606.6,632.0,834.1,2840.4,7939.2,10756.8,18911.1,58742.6
Cr 205.560,205.5413,602.7,583.0,595.5,641.3,1145.0,2358.4,2989.0,4748.0,12918.0
Cr 205.560,205.5475,631.3,619.6,617.2,662.7,1059.9,2031.6,2502.5,3848.6,9744.1
Cr 205.560,205.5538,620.4,606.9,615.1,658.9,1050.2,2004.4,2447.6,3781.6,9533.6
Cr 205.560,205.5601,625.2,613.4,620.7,659.1,1006.8,1864.8,2208.9,3442.0,8430.6
Cr 205.560,205.5664,617.5,601.5,608.0,638.9,952.4,1721.4,2065.5,3077.3,7260.1
Cr 205.560,205.5727,651.2,636.7,644.1,679.2,980.3,1723.4,2090.5,3036.9,7023.7
Cr 205.560,205.5789,690.0,679.3,680.1,712.3,1019.9,1754.9,2102.6,3055.1,6961.3
Cr 205.560,205.5852,649.1,633.4,639.8,675.3,979.2,1728.1,2092.3,3048.4,7085.5
Cr 206.158,206.0964,578.2,509.6,515.8,551.3,859.8,1572.9,1941.2,2893.5,6856.9
Cr 206.158,206.1027,589.9,509.6,518.7,551.3,864.4,1565.4,1942.8,2885.4,6847.2
Cr 206.158,206.109,586.3,509.6,513.4,549.2,858.2,1574.8,1942.2,2895.6,6885.3
Cr 206.158,206.1153,551.4,472.0,476.6,511.4,830.5,1547.1,1921.0,2859.9,6892.6
Cr 206.158,206.1216,541.6,458.0,460.6,498.5,811.5,1533.5,1909.4,2862.2,6855.5
Cr 206.158,206.1279,563.1,455.2,458.7,492.6,817.6,1544.9,1920.3,2857.7,6718.8
Cr 206.158,206.1342,554.8,457.8,465.3,496.8,825.8,1576.8,1961.2,2921.3,6825.6
Cr 206.158,206.1405,547.0,452.3,460.4,496.5,857.3,1662.3,2061.0,3093.9,7124.5
Cr 206.158,206.1468,574.2,456.9,464.7,502.6,876.7,1721.4,2148.5,3222.2,7407.0
Cr 206.158,206.1531,603.1,461.7,466.3,511.4,936.9,1902.5,2364.2,3597.5,8173.2
Cr 206.158,206.1594,642.3,481.5,489.7,533.6,948.1,1903.6,2334.8,3617.8,8672.6
Cr 206.158,206.1657,684.4,471.9,475.4,519.0,887.2,1731.8,2165.0,3289.3,8016.4
Cr 206.158,206.172,942.7,455.0,459.4,495.7,842.3,1619.1,2033.9,3074.7,7631.6
Cr 206.158,206.1783,1126.7,454.1,459.4,493.4,833.4,1603.4,2009.8,3056.4,7700.8
Cr 206.158,206.1846,1337.7,466.4,472.8,512.6,852.4,1626.6,2041.3,3101.3,7865.4
Cr 206.158,206.1909,6867.9,459.8,477.5,511.8,861.2,1614.8,2021.7,3066.2,7721.0
Cr 206.158,206.1972,48006.6,487.0,585.5,585.6,1057.5,1741.9,2129.1,3214.8,7980.6
Cr 206.158,206.2035,17791.8,484.3,521.8,558.4,1068.8,2149.0,2743.6,4340.6,11903.4
Cr 206.158,206.2098,1653.1,457.6,466.1,553.2,1383.2,3418.8,4545.1,7604.7,23074.4
Cr 206.158,206.2161,1016.0,458.3,464.4,507.8,902.2,1814.6,2299.3,3575.6,9450.6
Cr 206.158,206.2224,1065.9,473.6,477.8,509.6,814.7,1508.9,1873.2,2796.5,6789.6
Cr 206.158,206.2287,757.0,475.7,481.5,513.4,811.7,1504.0,1852.9,2768.9,6648.2
W 207.912,207.8622,631.0,603.9,608.4,645.7,974.0,1717.5,2105.8,3082.2,7214.0
W 207.912,207.8685,690.1,665.8,674.4,708.3,1040.6,1781.7,2161.6,3142.6,7281.2
W 207.912,207.8749,647.9,622.6,623.8,661.6,988.7,1728.6,2122.1,3091.7,7188.1
W 207.912,207.8812,632.4,607.2,612.3,643.9,981.3,1720.2,2115.0,3081.2,7259.3
W 207.912,207.8876,633.3,604.9,612.5,654.0,984.3,1745.2,2155.0,3152.5,7452.3
W 207.912,207.8939,646.5,614.8,624.6,656.3,995.3,1757.6,2156.3,3155.4,7443.7
W 207.912,207.9003,685.5,632.8,635.7,670.0,1018.9,1776.2,2167.4,3179.7,7468.2
W 207.912,207.9066,851.0,676.4,683.4,718.4,1058.6,1813.1,2206.7,3201.3,7485.9
W 207.912,207.91299999999998,755.6,670.2,677.3,715.5,1059.1,1828.3,2207.2,3218.6,7497.4
W 207.912,207.9193,684.4,656.2,668.8,712.1,1112.4,1971.2,2387.9,3409.1,7657.5
W 207.912,207.9257,716.2,695.8,699.3,740.0,1100.1,1908.4,2287.4,3305.3,7565.9
W 207.912,207.93200000000002,733.5,710.4,716.6,748.7,1084.4,1840.1,2221.3,3218.5,7432.4
W 207.912,207.9384,670.3,649.6,653.0,689.7,1027.7,1790.4,2178.3,3193.8,7574.5
W 207.912,207.9447,641.6,623.9,630.1,669.0,1008.2,1779.6,2181.5,3212.0,7707.6
Au 208.209,208.1602,626.5,576.7,583.5,625.8,1072.7,2130.7,2698.3,4212.2,12160.6
Au 208.209,208.1666,637.8,600.1,599.6,648.6,1119.4,2229.2,2834.7,4440.7,13083.5
Au 208.209,208.1729,618.7,581.6,590.2,627.4,949.7,1709.2,2100.8,3112.6,7601.4
Au 208.209,208.1793,631.5,594.5,603.3,635.9,951.2,1679.6,2057.1,3016.5,7221.4
Au 208.209,208.1857,638.8,603.9,609.2,641.9,965.5,1706.2,2080.2,3045.2,7335.5
Au 208.209,208.192,606.3,575.8,579.9,617.3,941.2,1668.1,2044.2,3018.5,7272.5
Au 208.209,208.1984,606.2,579.4,586.7,619.8,936.7,1670.9,2046.7,3018.5,7266.0
Au 208.209,208.2047,613.0,582.8,588.7,619.9,948.2,1684.6,2052.8,3027.7,7294.8
Au 208.209,208.2111,613.1,592.4,597.8,630.5,956.7,1701.4,2098.0,3085.5,7478.4
Au 208.209,208.2175,614.1,591.9,601.3,627.8,969.4,1717.7,2112.2,3122.2,7606.9
Au 208.209,208.2238,682.5,661.3,665.9,703.3,1034.7,1800.9,2201.5,3221.0,7772.9
Au 208.209,208.2302,652.4,633.5,638.1,674.1,1028.1,1833.3,2247.7,3303.2,7972.0
Au 208.209,208.2365,650.4,627.6,637.4,675.3,1029.3,1837.0,2267.0,3344.1,8097.2
Au 208.209,208.2429,625.4,601.9,610.1,651.5,991.7,1779.0,2194.1,3254.2,8013.3
B 208.889,208.8647,394.4,382.2,383.3,420.2,685.7,1299.1,1623.7,2419.6,5798.1
B 208.889,208.87099999999998,394.9,382.1,389.0,416.8,693.6,1312.5,1632.5,2434.7,5876.7
B 208.889,208.8774,388.4,375.8,383.7,418.8,751.8,1511.9,1915.0,2934.8,7491.3
B 208.889,208.8838,431.0,426.1,433.4,489.0,1002.6,2229.8,2888.3,4647.3,13273.0
B 208.889,208.8902,529.4,529.8,541.8,577.3,896.3,1617.5,1977.2,2972.3,7443.7
B 208.889,208.8966,426.2,418.8,423.7,455.9,737.1,1383.3,1708.4,2566.2,6362.7
B 208.889,208.903,380.3,366.3,374.8,402.4,686.6,1324.3,1658.9,2506.2,6231.6
B 208.889,208.9094,378.0,371.2,371.1,408.4,687.1,1319.2,1648.7,2487.5,6110.4
B 208.889,208.9158,418.8,416.4,418.7,451.8,735.0,1364.1,1690.9,2519.4,6060.1
B 208.889,208.9222,411.7,401.3,409.7,436.8,718.9,1355.9,1684.0,2520.7,6049.7
B 208.889,208.9286,400.9,396.4,396.0,429.7,711.2,1342.1,1670.1,2497.8,5991.7
B 208.889,208.9349,401.3,396.2,401.1,430.9,709.2,1349.2,1669.9,2493.6,5977.5
B 208.889,208.9413,397.1,391.9,392.2,425.6,707.2,1335.2,1664.1,2486.3,5974.5
B 208.889,208.9477,413.5,408.5,414.0,444.7,729.4,1370.2,1693.4,2522.0,6050.1
B 208.889,208.9541,630.3,640.9,660.7,695.2,976.1,1609.0,1912.5,2757.8,6290.9
B 208.889,208.9605,534.7,529.4,540.1,569.2,860.1,1498.2,1813.9,2679.6,6303.0
B 208.889,208.9669,376.4,368.3,374.4,409.1,706.7,1376.6,1716.8,2623.6,6569.8
B 208.889,208.9733,401.7,394.2,393.3,430.5,747.6,1479.4,1856.6,2844.7,7462.6
B 208.889,208.9797,420.3,411.5,416.1,453.4,760.3,1476.4,1842.4,2815.1,7341.0
B 208.889,208.9861,422.1,413.5,417.4,453.8,775.7,1515.0,1896.9,2883.5,7729.2
B 208.889,208.9925,398.4,388.7,398.0,428.8,718.2,1354.9,1686.5,2512.0,6209.1
B 208.889,208.9988,402.1,395.2,401.4,434.6,705.0,1308.3,1621.1,2417.4,5881.2
Ga 209.134,209.0847,565.6,557.8,564.1,636.8,1356.9,3138.9,4166.2,6992.2,25898.7
Ga 209.134,209.0911,591.4,587.3,596.2,685.1,1567.0,3787.4,5056.6,8721.7,33902.4
Ga 209.134,209.0975,544.0,538.7,537.3,585.5,1044.2,2120.4,2717.2,4302.1,13316.5
Ga 209.134,209.1038,533.8,523.3,525.8,569.7,919.9,1737.8,2158.0,3255.3,8444.0
Ga 209.134,209.1102,545.8,534.2,542.7,582.4,927.7,1733.9,2156.3,3237.2,8362.0
Ga 209.134,209.1166,577.7,568.4,576.3,610.0,953.7,1745.3,2158.1,3217.5,8163.2
Ga 209.134,209.123,678.5,674.3,676.6,715.7,1043.6,1808.1,2197.8,3201.3,7754.1
Ga 209.134,209.1294,623.8,615.7,618.3,658.7,998.4,1751.0,2141.4,3158.0,7673.7
Ga 209.134,209.1358,592.0,586.1,588.7,634.3,1072.7,2097.8,2643.2,4035.9,10645.0
Ga 209.134,209.1422,639.0,631.8,638.8,684.9,1125.2,2152.7,2701.3,4127.2,10754.4
Ga 209.134,209.1486,600.1,592.8,598.4,642.6,1050.6,2012.7,2505.9,3804.5,9613.0
Ga 209.134,209.155,560.2,547.4,556.1,590.9,959.2,1787.2,2228.3,3348.1,8252.4
Ga 209.134,209.1614,549.0,537.6,548.3,576.8,902.6,1645.1,2019.9,2969.3,7191.2
Ga 209.134,209.1677,544.5,534.8,545.3,579.8,901.1,1612.2,1977.1,2921.7,6951.1
Ge 209.426,209.3737,614.8,588.8,725.0,1871.6,13017.6,42255.9,60141.5,112984.9,470668.2
Ge 209.426,209.3801,598.1,589.9,616.5,871.2,3356.6,9653.7,13367.8,24640.8,99050.6
Ge 209.426,209.3865,588.7,570.5,583.9,645.7,1263.8,2646.7,3424.2,5578.7,17756.7
Ge 209.426,209.3929,574.3,563.6,570.6,627.0,1182.2,2397.4,3061.3,4911.9,14749.5
Ge 209.426,209.3993,590.0,579.2,583.8,633.9,1137.5,2225.1,2820.7,4453.5,12825.5
Ge 209.426,209.4057,613.2,601.9,610.2,650.3,1086.3,1987.3,2456.0,3744.4,9717.8
Ge 209.426,209.4121,665.0,652.7,657.4,699.5,1115.0,1961.4,2402.6,3598.6,8947.8
Ge 209.426,209.4185,653.8,635.8,647.3,684.8,1090.5,1914.7,2352.5,3519.2,8652.2
Ge 209.426,209.4249,627.3,612.6,610.0,653.0,1057.3,1880.1,2300.4,3435.7,8396.6
Ge 209.426,209.4313,645.1,629.6,639.2,680.6,1080.3,1896.1,2310.6,3431.9,8315.2
Ge 209.426,209.4377,685.9,682.2,683.8,727.0,1135.9,1970.5,2400.0,3557.0,8603.7
Ge 209.426,209.4441,734.4,730.8,730.6,776.3,1187.8,2023.5,2468.9,3636.6,8752.1
Ge 209.426,209.4505,708.8,697.2,700.5,749.5,1230.9,2225.2,2747.4,4182.8,10536.0
